"parent","child","parentrated","childrated"
798,862,"Distrust","Trust"
862,798,"Distrust","Distrust"
523,535,"Distrust","Trust"
535,523,"Distrust","Distrust"
606,283,"Distrust","Trust"
877,862,"Distrust","Distrust"
687,851,"Distrust","Trust"
13,775,"Distrust","Distrust"
775,13,"Distrust","Trust"
876,862,"Distrust","Distrust"
866,687,"Distrust","Trust"
687,866,"Distrust","Distrust"
374,545,"Distrust","Trust"
7,878,"Distrust","Distrust"
878,7,"Distrust","Trust"
866,879,"Distrust","Distrust"
879,866,"Distrust","Trust"
725,875,"Distrust","Distrust"
875,725,"Distrust","Trust"
832,880,"Distrust","Distrust"
547,592,"Distrust","Trust"
592,547,"Distrust","Distrust"
832,824,"Distrust","Trust"
880,832,"Distrust","Distrust"
696,883,"Distrust","Trust"
882,884,"Distrust","Distrust"
884,882,"Distrust","Trust"
883,696,"Distrust","Distrust"
578,874,"Distrust","Trust"
874,578,"Distrust","Distrust"
13,699,"Distrust","Trust"
699,13,"Distrust","Distrust"
735,725,"Distrust","Trust"
725,735,"Distrust","Distrust"
824,832,"Distrust","Trust"
824,770,"Distrust","Distrust"
802,886,"Distrust","Trust"
886,802,"Distrust","Distrust"
13,887,"Distrust","Trust"
887,13,"Distrust","Distrust"
418,888,"Distrust","Trust"
687,865,"Distrust","Distrust"
865,687,"Distrust","Trust"
150,735,"Distrust","Distrust"
621,775,"Distrust","Trust"
171,714,"Distrust","Distrust"
714,171,"Distrust","Trust"
537,890,"Distrust","Distrust"
832,583,"Distrust","Trust"
832,617,"Distrust","Distrust"
583,832,"Distrust","Trust"
818,768,"Distrust","Distrust"
768,818,"Distrust","Trust"
687,416,"Distrust","Distrust"
416,687,"Distrust","Trust"
742,284,"Distrust","Distrust"
284,742,"Distrust","Trust"
770,546,"Distrust","Distrust"
546,770,"Distrust","Trust"
